country,hours_per_week,num_logins_last_month,videos_watched_pct,assignments_submitted,discussion_posts,is_working_professional,preferred_device,completed_course
9,5,26,0,0,3,0,1,0
15,3,26,0,3,2,1,2,0
6,5,16,0,6,1,1,1,0
9,1,24,0,5,1,1,2,0
12,3,18,0,2,2,0,2,0
18,3,17,0,9,3,0,2,1
8,3,23,0,5,2,0,1,0
13,3,16,0,2,1,0,4,0
0,6,19,0,9,1,1,2,0
15,3,16,0,3,0,1,1,0
4,4,21,0,6,3,1,6,1
7,4,19,0,1,3,1,2,0
2,7,24,0,2,1,1,2,0
0,6,22,0,1,7,0,1,0
11,6,22,0,2,1,0,2,0
4,2,21,0,9,4,1,1,1
8,5,17,0,3,2,0,2,0
2,4,20,0,7,2,1,2,0
11,4,16,0,5,4,1,1,0
15,8,16,0,9,4,1,3,0
11,7,26,0,6,1,1,1,1
0,4,23,0,3,2,0,4,0
3,2,19,0,5,2,1,6,0
6,8,24,0,1,1,1,4,0
11,3,17,0,4,5,1,2,0
9,4,21,0,1,1,1,1,0
18,7,16,0,8,0,1,5,0
2,4,20,0,3,2,0,2,0
3,8,29,0,3,1,0,1,0
9,5,15,0,0,2,1,4,0
18,5,13,0,9,2,1,5,0
2,4,15,0,7,4,1,6,0
7,3,19,0,4,1,1,4,0
17,1,23,0,5,4,0,5,0
0,4,26,0,1,1,1,6,0
11,9,16,0,7,4,1,1,1
4,4,16,0,5,2,0,1,0
11,3,28,0,4,0,1,5,0
6,2,20,0,9,2,1,0,0
5,2,22,0,7,2,1,1,0
13,5,17,0,8,1,0,5,0
5,2,23,0,5,3,1,2,0
2,3,14,0,2,2,0,5,0
17,0,16,0,2,4,1,1,0
15,5,19,0,7,2,1,2,0
11,3,13,0,1,1,1,5,0
3,3,18,0,1,1,0,1,0
13,2,20,0,4,1,1,2,0
11,8,19,0,6,1,1,0,0
10,4,23,0,5,1,0,4,0
12,7,19,0,5,2,1,2,0
6,2,21,0,0,3,1,1,0
5,5,22,0,3,3,0,0,1
3,9,24,1,1,1,1,2,0
6,6,24,0,9,0,1,1,1
9,6,15,0,0,2,0,2,0
10,3,21,0,3,1,1,2,0
2,5,19,0,9,2,1,1,0
7,2,28,0,2,5,1,4,1
3,5,18,0,6,1,1,0,1
15,5,17,0,7,3,1,2,1
15,6,12,0,6,1,1,2,1
2,6,21,0,1,3,1,1,0
2,6,26,0,4,2,1,2,0
18,6,23,0,9,3,0,1,1
3,2,21,0,2,6,1,5,0
8,8,29,0,2,2,1,1,0
18,8,17,0,8,3,1,2,1
5,8,17,0,6,4,1,4,1
3,0,19,0,8,2,0,2,0
9,6,24,0,7,2,1,2,0
6,5,22,0,3,2,1,0,0
9,6,15,0,5,5,1,4,0
5,2,16,0,1,2,0,0,0
9,8,18,0,6,2,1,2,0
12,5,28,0,6,3,1,2,1
7,6,25,1,1,1,0,1,0
17,7,22,0,8,1,1,1,1
15,5,16,0,2,2,1,2,0
7,2,15,0,4,4,1,5,0
4,5,14,0,7,1,0,1,0
2,7,20,0,4,3,1,0,0
9,4,26,0,6,2,1,2,0
16,0,23,0,3,2,1,4,0
6,6,27,0,1,2,1,2,0
7,4,10,0,8,5,1,1,0
17,5,15,0,4,3,1,2,0
5,1,19,0,2,0,0,2,0
9,3,18,0,0,1,0,0,0
4,7,14,0,1,0,1,1,0
2,5,19,0,4,2,0,2,0
11,4,30,0,4,1,1,1,0
0,5,24,0,6,0,1,2,0
10,5,24,0,9,2,1,1,0
7,9,21,0,8,1,0,2,1
8,8,21,0,0,2,0,0,1
3,5,15,0,3,2,0,2,0
3,5,18,0,3,1,1,6,0
18,9,19,0,0,2,0,1,0
1,6,28,0,2,2,1,1,0
2,5,21,0,8,3,1,4,0
8,2,18,1,1,3,1,2,0
5,5,9,0,4,2,0,2,0
7,4,20,0,3,3,0,1,0
6,2,23,0,3,1,1,5,0
3,5,16,0,5,3,1,4,0
7,4,21,0,3,2,1,2,0
8,7,25,0,1,2,1,1,0
0,5,20,0,5,1,1,2,0
11,3,24,0,2,2,0,6,0
11,4,18,0,5,0,0,2,0
9,8,17,0,0,2,1,2,0
0,9,25,0,1,3,1,1,1
11,5,17,0,3,1,1,2,0
4,7,17,0,8,0,1,1,1
10,1,24,0,6,1,1,2,0
15,3,14,0,2,2,1,1,0
8,6,15,0,9,2,0,2,1
12,7,23,0,2,1,0,1,0
17,5,19,0,7,6,1,4,0
14,3,14,0,3,3,1,1,0
15,1,23,0,5,2,0,2,0
11,5,24,0,8,1,1,1,0
5,6,16,0,7,2,1,1,0
4,2,20,0,1,1,0,4,0
3,3,22,0,2,4,1,2,0
15,5,13,0,0,1,1,2,0
15,6,24,0,7,4,0,0,1
15,0,17,0,8,2,1,2,0
2,4,13,0,7,3,1,2,1
9,3,18,0,2,1,0,4,0
18,6,21,0,0,0,1,1,0
7,0,17,0,0,3,1,1,0
12,3,14,0,3,0,1,6,0
3,6,25,0,1,0,0,2,0
15,6,25,0,0,3,0,6,0
6,7,19,0,8,0,1,1,0
4,3,24,0,6,5,1,5,0
10,4,22,0,4,3,1,1,0
11,3,15,0,6,0,1,5,0
0,6,18,0,3,1,1,5,0
2,5,13,0,8,3,1,2,0
10,7,31,0,7,1,1,3,0
4,5,27,0,9,0,1,4,0
8,4,19,0,4,2,0,1,0
9,4,27,0,0,2,0,1,0
11,0,28,0,4,0,1,2,0
17,5,15,0,8,0,0,2,1
6,2,17,0,7,3,0,2,1
9,1,27,0,2,1,0,5,0
9,7,15,0,4,2,0,1,0
4,4,19,0,7,3,1,2,0
12,5,19,0,2,1,1,1,0
0,6,17,0,5,3,1,0,0
18,5,19,0,4,1,0,2,0
17,2,23,0,6,0,0,2,1
3,7,16,0,0,1,1,2,0
17,9,18,0,8,3,0,4,1
17,3,17,0,4,3,0,4,1
12,7,20,0,1,0,1,4,0
11,7,18,1,8,3,1,2,1
16,2,24,0,4,3,0,2,0
16,1,24,0,5,2,0,1,0
16,3,13,0,7,1,0,2,0
18,0,11,0,0,0,0,2,0
9,5,24,0,9,4,1,4,0
4,4,21,0,3,1,1,4,0
17,7,20,0,7,2,1,5,0
8,3,18,0,0,2,0,5,0
0,4,17,0,9,1,0,2,1
8,8,25,1,7,0,1,2,1
10,3,17,0,2,4,0,2,0
15,5,18,0,5,4,1,2,0
16,2,18,0,8,5,1,2,1
17,2,24,0,6,0,1,5,1
3,5,20,0,1,0,1,4,0
10,0,16,0,8,0,1,1,1
3,1,18,0,7,3,1,2,0
16,8,20,0,2,3,1,0,0
15,4,11,0,9,3,1,1,1
15,4,22,0,3,7,1,2,0
5,3,17,0,0,1,1,0,0
13,7,18,0,1,3,1,4,0
15,13,19,0,4,3,1,1,0
3,7,28,0,5,4,1,1,0
17,3,27,0,4,1,0,6,1
12,6,21,0,7,1,1,0,0
0,5,29,0,0,2,1,2,0
11,4,15,0,6,1,0,2,0
2,5,6,0,3,0,1,4,0
13,5,18,0,7,3,1,6,1
3,8,23,0,8,2,1,4,0
18,5,26,0,7,2,0,1,1
8,5,23,0,8,2,0,1,1
9,5,19,0,0,2,1,6,0
10,5,19,0,8,2,0,2,1
6,5,21,0,5,4,1,4,0
13,5,19,0,7,3,1,0,0
6,5,13,0,9,3,0,1,1
9,10,25,0,0,4,0,5,1
18,9,23,0,2,3,1,0,0
8,5,20,0,9,1,0,5,0
12,3,27,0,2,1,0,1,0
8,6,25,0,2,0,1,1,0
2,7,25,0,7,1,1,3,1
2,2,19,0,6,1,1,1,0
8,4,10,0,5,4,0,0,1
12,2,24,0,7,3,0,0,1
10,12,21,0,0,2,1,2,0
0,1,16,0,9,2,1,2,1
8,4,17,0,2,2,0,2,0
11,7,27,0,6,2,0,1,1
18,5,18,0,6,2,0,2,0
2,2,16,0,1,0,1,1,0
15,0,23,0,1,1,0,1,0
6,10,21,0,3,2,1,2,0
6,1,23,0,4,2,1,2,0
11,9,17,0,4,1,1,1,0
15,4,18,0,8,4,1,2,1
11,7,19,0,8,1,1,0,0
13,2,18,0,2,0,0,2,0
6,6,21,0,5,3,1,6,0
2,3,20,0,9,1,0,2,0
7,6,20,0,1,2,0,1,0
3,5,21,0,2,4,1,2,0
6,7,20,0,5,2,1,0,0
18,5,25,0,2,2,1,2,0
18,4,20,0,2,6,1,2,0
5,0,22,0,0,0,0,1,0
11,5,19,0,9,1,1,2,0
17,2,17,0,1,0,1,2,0
9,6,14,0,9,0,1,2,1
0,6,24,0,1,1,0,1,0
9,3,26,0,9,0,0,1,1
16,2,16,0,5,3,0,6,0
18,7,20,0,0,2,0,0,0
18,1,32,0,2,4,1,3,0
2,3,22,0,5,4,0,2,0
11,0,7,0,7,2,1,2,0
2,6,20,0,4,4,0,6,0
4,11,19,0,5,3,1,2,0
17,5,14,0,5,1,1,2,0
9,3,18,0,0,1,1,1,0
4,7,21,0,1,3,0,5,0
8,4,23,0,1,1,1,1,0
9,6,22,0,0,4,0,2,0
12,3,17,0,2,6,1,2,0
14,3,23,0,0,3,1,2,0
17,5,15,0,3,3,0,1,1
5,3,14,0,9,0,1,1,1
3,4,22,0,6,3,0,5,1
10,5,15,0,2,2,1,1,0
9,3,23,0,1,4,1,2,0
15,6,16,0,0,5,1,2,0
18,5,19,0,6,2,1,2,1
0,3,17,0,1,2,1,2,0
15,7,20,0,5,2,1,1,0
2,6,18,0,6,1,1,2,1
18,2,24,0,2,2,1,1,0
18,4,18,0,9,0,0,2,1
13,5,19,0,3,2,1,1,0
5,4,23,1,7,4,0,5,1
0,7,15,0,2,2,1,1,0
15,1,20,0,5,1,1,5,0
18,1,16,0,1,3,1,5,0
16,5,12,0,1,3,0,2,0
4,7,16,0,3,0,1,2,0
17,2,20,0,5,3,1,1,0
15,9,15,0,4,2,0,1,0
17,5,17,0,4,0,1,5,0
13,4,15,0,7,2,0,2,0
8,3,17,0,6,2,1,2,0
11,6,20,0,0,2,1,2,0
11,4,17,0,5,0,1,5,0
17,7,23,0,6,0,1,2,0
9,1,27,0,7,2,1,1,0
13,2,25,0,9,2,0,1,1
4,5,20,0,6,2,1,0,1
10,8,12,0,6,3,1,4,1
18,5,19,0,1,1,1,2,0
17,4,24,0,5,3,1,1,0
5,3,17,0,2,1,1,3,0
6,10,25,0,1,2,1,2,0
0,2,19,0,8,2,1,1,0
16,7,36,0,3,3,1,1,0
14,6,11,0,0,0,1,4,0
3,3,18,0,7,1,0,1,1
10,6,22,0,7,0,1,4,1
11,3,21,0,1,1,0,0,0
12,6,21,0,7,2,1,1,1
2,2,15,0,9,3,1,1,0
17,4,20,0,4,1,0,1,0
17,0,21,0,1,0,0,5,0
10,4,25,0,9,4,1,1,1
6,1,16,0,0,2,1,2,0
7,5,14,0,2,1,0,1,0
18,7,31,0,9,2,1,2,1
12,6,16,0,8,0,0,2,1
3,5,22,0,0,3,1,1,0
15,2,25,0,9,2,1,2,0
15,4,21,0,2,2,1,2,0
0,4,21,0,8,1,1,2,0
2,5,22,0,0,2,1,0,0
3,4,26,0,9,2,1,2,0
13,8,25,0,3,8,1,1,0
15,5,19,0,2,3,0,5,1
2,1,19,0,5,1,0,1,0
12,4,28,0,1,2,1,2,0
4,3,17,0,0,4,1,1,0
16,9,16,0,1,2,1,6,0
11,5,21,0,4,2,1,5,0
18,6,21,0,2,4,1,6,0
3,4,21,0,5,1,1,4,0
0,7,15,0,0,1,1,1,0
17,5,23,0,1,3,0,6,0
17,5,18,0,8,1,0,2,1
7,4,16,0,3,2,1,2,0
3,5,22,0,0,3,0,2,1
7,7,21,0,9,2,1,0,0
9,2,19,1,2,3,0,1,1
17,7,25,0,9,5,1,1,1
11,0,19,0,1,0,0,6,0
11,3,28,0,3,2,0,1,0
7,3,23,0,9,0,1,1,1
6,0,18,0,1,0,0,2,0
6,5,23,0,0,0,0,5,0
14,4,12,0,7,2,0,5,1
8,3,19,0,4,2,0,2,0
5,3,12,0,4,4,1,1,0
16,1,31,0,1,0,1,4,0
0,4,29,1,6,2,1,2,1
15,3,27,0,6,1,1,1,0
5,2,15,0,8,0,1,0,0
16,2,16,0,2,3,1,2,0
11,4,24,0,4,4,1,5,0
4,6,13,0,8,1,1,1,0
7,1,17,0,5,6,1,1,0
13,4,18,0,6,4,1,1,0
4,6,18,0,9,4,0,2,1
15,8,26,0,9,2,0,1,1
18,9,17,0,1,2,1,2,0
5,6,25,0,8,1,0,2,0
17,4,16,0,7,1,1,0,0
13,0,20,0,8,1,0,0,0
4,4,22,1,3,1,0,2,0
16,3,15,0,1,2,0,2,0
0,3,25,0,0,2,1,1,0
12,1,19,0,9,2,1,2,0
18,5,17,0,3,1,1,1,0
4,5,19,0,4,0,1,2,0
16,8,22,0,3,0,1,0,0
17,2,20,0,0,3,1,1,0
7,1,29,0,8,2,0,2,1
16,6,20,0,5,1,1,2,0
13,2,20,0,3,1,1,1,0
11,2,13,0,1,1,1,1,0
6,4,24,0,6,1,1,5,0
16,4,27,0,0,3,1,2,1
6,0,14,0,5,1,1,1,0
0,4,16,0,3,2,1,2,0
11,8,24,0,0,4,1,2,0
15,2,23,0,1,5,0,2,1
5,3,22,0,3,3,1,1,0
4,6,28,0,7,4,0,6,1
13,7,11,0,2,4,0,5,0
5,8,28,0,2,1,0,1,0
15,0,24,0,0,2,0,2,0
17,8,25,0,0,1,0,1,0
7,8,22,0,6,3,0,2,1
2,9,24,0,4,2,1,2,0
6,5,18,0,9,2,0,2,0
11,0,26,0,1,3,0,2,0
8,7,21,0,2,3,1,4,1
12,6,14,0,8,6,0,2,1
13,4,21,0,0,2,0,2,0
15,8,17,0,5,1,1,4,0
9,6,19,0,4,3,0,2,0
6,6,13,0,9,6,0,4,1
0,5,17,0,2,1,1,5,0
3,9,18,0,9,0,0,2,1
7,5,21,0,8,1,1,4,1
11,1,18,0,9,2,1,4,1
5,7,20,0,5,1,1,2,0
5,8,18,0,0,3,1,2,0
4,2,18,0,0,3,0,5,0
5,6,23,0,2,4,1,1,0
11,6,19,0,7,4,1,2,0
17,5,14,0,2,3,0,1,1
9,7,26,0,5,2,0,1,0
9,6,20,0,1,1,1,2,0
2,3,31,1,7,1,1,2,1
16,4,21,0,9,3,0,2,1
14,3,26,0,2,3,0,0,1
13,2,22,0,6,0,0,4,1
0,7,20,0,9,8,1,1,1
10,3,23,0,2,1,0,1,0
18,3,24,0,5,3,1,2,0
3,4,17,0,2,6,1,2,0
6,0,19,0,4,3,0,4,1
8,1,25,0,4,1,0,2,0
9,3,19,0,4,1,1,4,0
16,2,18,0,6,6,1,1,0
12,4,20,0,6,1,0,6,1
4,3,24,0,5,2,0,2,0
7,2,15,0,6,3,1,2,0
13,6,21,0,2,2,0,5,0
11,5,14,0,4,2,1,1,0
5,5,18,0,9,2,1,1,0
7,7,22,0,8,3,1,2,1
6,8,18,0,6,1,0,5,1
13,4,18,0,4,0,1,5,0
3,0,18,0,9,1,1,1,0
4,4,13,0,0,0,1,2,0
17,6,24,0,2,0,1,2,0
15,3,21,0,2,5,1,6,0
15,3,16,0,9,1,0,1,1
14,4,13,0,6,2,1,5,0
17,10,28,0,0,3,1,2,0
7,4,20,0,1,1,1,2,0
6,2,29,0,2,1,0,1,1
4,6,26,0,6,3,1,6,1
10,5,23,0,4,2,0,5,0
2,7,24,0,1,4,0,1,1
4,1,18,0,7,2,1,1,1
15,7,17,0,1,3,1,1,0
11,7,24,0,8,2,1,0,0
5,7,12,0,4,1,1,4,0
5,8,32,0,1,2,1,2,0
6,5,23,0,7,3,1,1,1
17,4,13,0,4,0,0,1,0
11,2,23,0,7,0,1,5,1
13,5,24,0,9,1,1,2,0
14,9,27,0,7,0,1,2,0
2,3,19,1,4,0,0,4,0
5,7,21,0,9,5,0,1,1
6,7,23,0,0,4,1,1,0
4,4,20,0,3,1,1,6,0
6,4,12,0,6,3,1,1,0
12,3,22,0,9,3,0,1,1
17,4,16,0,3,3,0,1,1
13,1,26,0,3,3,1,4,0
3,1,28,0,5,3,0,0,0
11,3,15,0,6,5,1,0,0
2,6,12,0,5,4,0,0,1
0,7,16,0,8,2,1,2,0
9,4,21,1,6,2,1,1,1
8,2,23,0,7,5,1,2,0
6,3,20,0,5,2,0,6,0
17,8,16,0,5,2,1,2,0
3,7,25,0,7,1,1,2,0
16,4,19,0,8,2,0,2,0
13,4,8,0,7,1,1,2,0
18,1,23,0,2,3,0,3,0
15,5,26,0,5,5,1,1,0
2,6,15,0,9,2,1,2,0
7,6,19,0,8,1,0,2,0
6,5,23,0,5,2,0,5,0
9,8,14,0,7,2,0,4,1
9,10,24,0,6,0,1,6,0
16,4,20,0,2,3,1,2,0
10,4,25,0,7,4,1,6,0
9,3,15,0,0,1,0,1,0
8,4,27,0,2,2,1,1,0
15,3,22,0,7,3,1,4,0
9,3,13,0,2,2,1,6,0
17,2,18,0,4,4,1,2,0
15,3,22,0,6,0,0,5,0
15,1,10,0,1,0,1,3,0
11,5,12,0,0,3,1,1,0
12,5,26,0,0,2,1,1,0
13,6,14,0,5,0,1,2,0
16,7,14,0,0,1,1,2,0
12,4,22,0,2,6,1,0,0
9,1,15,0,0,3,0,2,0
3,5,21,0,4,4,1,2,0
18,8,16,0,0,0,1,2,0
17,7,17,0,5,1,1,0,0
6,7,18,0,1,0,1,6,0
4,6,15,0,6,1,0,1,1
8,4,15,0,0,2,0,1,0
5,3,20,0,4,2,1,1,0
7,5,20,0,7,2,0,1,0
8,6,25,0,5,1,0,2,0
9,4,23,0,9,2,1,1,0
7,6,24,0,5,2,1,1,0
7,2,20,0,6,4,1,1,0
18,4,19,0,8,1,1,2,0
12,1,20,0,0,2,1,2,0
18,0,27,0,2,6,1,2,0
12,6,21,0,9,6,1,0,0
3,4,15,0,2,0,1,1,0
4,6,17,0,6,0,0,2,0
16,8,33,0,0,2,1,5,0
4,4,20,0,4,2,0,6,0
5,1,22,0,6,1,0,2,0
4,8,23,0,6,7,0,4,1
11,7,16,0,0,2,1,2,0
2,5,13,0,7,0,1,2,1
13,1,25,0,3,2,1,0,0
13,6,21,0,1,2,0,2,0
6,8,21,0,4,2,1,2,0
10,7,18,0,2,1,0,2,0
2,1,20,0,7,3,0,1,1
16,10,13,0,2,1,0,1,0
18,3,23,0,1,3,1,1,0
8,6,21,0,5,5,0,2,0
6,3,21,0,3,5,1,1,0
17,8,24,0,6,0,0,5,1
4,6,14,0,6,2,0,2,0
0,2,17,0,2,4,0,2,0
10,2,26,0,9,2,1,2,0
4,5,20,0,3,1,0,4,0
13,2,12,0,0,2,1,4,0
15,4,14,0,4,3,0,2,1
11,4,21,0,3,0,0,5,0
13,0,12,0,6,2,1,2,0
17,4,23,0,0,1,0,2,0
8,9,17,0,3,3,1,5,0
13,7,19,0,5,0,0,1,0
12,10,21,0,2,3,1,2,1
6,1,20,0,8,1,0,6,0
5,9,25,0,8,1,0,0,1
11,6,19,0,6,2,1,0,1
0,5,17,0,9,4,1,2,1
4,4,22,0,9,0,1,3,0
11,4,19,0,8,3,1,5,1
4,0,23,0,3,2,1,5,0
8,7,25,0,8,2,0,6,1
18,3,20,0,2,2,1,2,0
16,3,20,0,8,3,1,2,0
16,6,16,0,3,1,0,2,0
6,6,19,0,9,6,0,1,1
6,6,22,0,2,2,1,4,0
2,0,17,0,1,3,1,2,0
11,0,23,0,7,4,0,0,1
10,2,15,0,5,0,0,1,0
5,7,25,0,2,2,0,4,1
11,7,25,0,0,1,1,5,0
7,4,17,0,4,2,0,2,0
17,4,23,0,9,0,1,2,0
6,3,21,0,1,2,1,1,0
17,5,30,0,3,1,0,2,0
11,2,21,0,9,1,0,6,0
9,0,17,0,0,4,1,4,0
6,3,25,0,6,3,1,1,0
4,9,13,0,5,2,1,1,0
0,5,18,0,0,3,1,2,0
18,5,16,0,2,2,0,0,0
9,2,20,0,6,0,1,2,0
9,9,18,0,0,6,1,2,1
10,5,13,0,6,0,1,2,0
8,5,18,0,2,3,0,2,1
8,10,24,0,4,1,0,0,0
15,2,22,0,2,2,1,2,0
9,4,13,0,6,2,1,1,0
4,9,11,0,2,0,1,2,0
15,2,20,0,6,1,1,2,1
11,1,23,0,1,3,1,1,0
17,2,13,0,0,2,0,1,0
5,4,15,0,5,2,1,2,0
11,7,21,0,4,3,0,1,0
8,2,21,0,3,1,1,2,0
0,6,20,0,1,3,0,2,0
16,4,18,1,9,1,1,3,0
18,5,24,0,6,1,1,0,0
3,9,23,0,8,4,1,2,1
13,3,20,0,7,0,1,1,1
16,2,17,0,3,1,0,2,0
15,4,27,0,6,1,1,2,0
9,2,14,0,1,3,1,0,0
15,6,21,0,5,3,0,6,1
16,3,25,0,8,1,0,1,1
18,6,19,0,8,3,1,4,0
4,7,27,0,8,1,1,2,1
11,4,19,0,7,1,0,1,0
14,5,18,0,5,0,1,2,0
9,8,13,0,5,3,0,1,1
18,3,21,0,5,4,0,2,1
16,4,21,0,6,4,1,4,0
3,3,13,0,8,3,1,2,0
15,8,15,0,5,0,1,2,0
16,3,11,0,5,4,0,2,0
9,2,10,0,5,0,1,1,0
18,8,16,0,7,2,1,5,1
14,4,26,0,7,2,1,2,0
12,4,20,1,3,3,1,5,0
17,5,25,0,3,1,1,4,0
7,5,17,0,6,1,0,0,0
13,4,26,0,4,2,1,5,0
13,5,21,1,9,2,1,2,1
2,5,15,0,7,6,1,2,1
6,9,29,0,5,2,1,4,0
7,3,25,0,2,1,0,2,0
12,7,22,0,4,0,1,2,0
8,1,21,0,9,2,1,2,1
17,3,16,0,6,3,0,0,1
2,5,23,0,1,1,0,1,0
13,3,15,0,5,0,0,1,0
16,2,20,0,8,1,1,2,0
2,3,23,0,3,1,0,1,0
8,4,22,0,4,1,1,1,0
8,3,22,0,0,2,0,4,0
9,3,19,0,2,2,1,1,0
2,0,19,0,3,2,1,6,0
11,6,22,0,5,1,1,2,0
18,3,19,0,9,4,1,5,0
5,3,14,0,4,2,1,1,0
3,5,23,0,9,2,1,2,1
2,3,18,0,0,0,0,1,0
2,4,20,0,1,0,1,1,0
1,0,20,0,9,2,0,1,0
13,1,15,0,3,2,1,6,0
15,3,20,0,5,3,1,2,0
16,7,24,0,1,4,0,2,0
14,2,25,0,3,1,1,0,0
8,5,22,0,4,1,1,2,0
12,10,22,0,6,1,1,2,0
5,0,23,0,1,6,0,2,0
4,6,23,0,9,3,1,0,0
9,3,19,0,4,0,1,0,0
15,5,18,0,9,1,0,0,1
13,6,21,0,7,3,1,6,0
0,6,24,0,0,3,1,2,0
5,3,25,0,6,4,1,2,0
11,8,25,0,9,3,0,2,1
11,5,24,0,1,0,0,2,0
15,4,26,0,1,0,0,5,1
18,8,25,0,6,3,1,1,1
11,6,16,0,8,1,0,1,0
3,3,22,0,2,4,1,1,0
16,6,15,0,6,2,1,2,0
9,7,13,1,4,4,0,1,1
16,3,18,0,6,3,1,2,0
3,7,25,0,5,1,1,2,0
8,3,24,0,4,2,1,2,0
11,8,18,0,9,3,1,6,1
8,5,20,0,4,1,1,6,0
15,5,18,0,5,1,1,5,0
13,6,20,0,1,0,0,5,0
2,2,22,0,4,0,1,1,0
4,5,15,0,6,1,1,2,0
6,1,19,0,7,1,1,1,0
0,4,19,0,7,1,0,1,0
10,4,23,0,9,0,1,4,0
9,5,15,0,0,7,0,2,0
9,2,18,0,0,1,1,2,0
2,8,18,0,4,3,1,2,0
4,2,21,0,5,5,1,1,0
13,6,13,0,6,5,1,2,0
13,8,12,0,9,4,1,1,1
7,5,31,0,8,4,1,0,1
12,6,25,0,0,2,1,0,0
9,3,18,0,7,1,1,5,0
16,1,22,0,2,4,0,0,0
7,7,27,0,9,0,1,1,1
7,7,23,0,4,2,1,2,0
13,4,16,0,5,1,0,2,0
8,5,22,0,3,1,1,2,0
17,5,17,0,1,2,1,5,0
4,6,18,0,4,2,1,1,0
5,5,18,0,8,4,1,1,0
8,5,21,0,1,3,1,1,0
5,4,21,0,3,1,1,1,0
16,0,18,0,0,1,1,0,0
17,5,17,0,0,2,0,1,0
8,3,25,0,0,1,1,2,0
9,4,21,0,3,3,0,4,0
3,7,21,0,9,1,1,3,1
4,6,17,0,5,4,0,2,0
15,0,9,0,5,2,1,2,0
6,8,26,0,3,2,0,2,0
16,3,15,0,8,2,1,1,1
11,2,15,0,0,3,1,5,0
3,10,13,0,4,4,1,0,0
16,7,21,0,1,2,1,5,0
17,4,25,0,5,1,1,1,0
16,0,24,0,2,1,1,5,0
7,3,20,0,0,2,0,5,0
15,5,16,0,5,1,0,0,0
2,8,19,0,0,1,1,4,0
16,6,18,0,0,3,0,6,0
16,4,19,0,9,2,1,1,0
15,5,22,0,1,1,0,1,0
15,4,23,0,6,0,1,2,0
13,6,18,0,3,1,1,1,0
17,3,28,0,8,1,1,0,0
12,4,22,0,2,2,1,1,0
0,1,21,0,7,6,1,0,0
5,1,21,0,3,4,1,5,0
17,6,17,0,5,1,1,1,0
4,2,20,0,3,3,0,2,0
15,5,15,0,6,1,1,2,1
18,6,18,0,5,3,1,2,0
18,1,27,0,4,2,1,1,0
18,8,25,0,9,2,1,4,0
18,10,18,0,4,2,0,0,0
18,6,17,0,2,2,1,2,0
11,6,14,0,6,1,1,2,0
17,2,16,0,6,3,1,1,1
4,1,23,0,3,2,0,2,0
3,5,16,0,7,7,1,5,1
8,4,23,0,3,2,1,1,0
11,8,23,0,7,2,0,2,1
8,5,23,0,0,1,1,2,0
4,3,18,0,8,4,0,1,1
16,7,16,0,2,2,0,2,0
13,5,18,0,5,2,0,5,0
16,4,19,0,9,5,1,0,0
13,1,18,0,3,3,1,6,0
12,7,21,0,1,1,0,4,1
12,5,22,0,4,2,1,1,0
5,0,17,0,1,3,0,1,0
18,2,17,0,2,0,1,0,0
5,7,21,0,9,4,1,2,1
17,6,24,0,6,0,1,2,0
8,1,19,0,6,4,0,1,1
3,9,25,0,9,5,1,2,1
2,0,19,0,4,4,1,4,0
13,3,10,0,2,3,1,1,0
0,5,14,0,9,2,1,2,1
6,0,17,0,8,4,1,1,0
8,3,27,1,6,1,0,4,1
16,4,27,0,2,1,0,0,0
4,9,16,0,8,1,1,2,0
17,4,24,0,5,2,0,1,0
5,7,27,0,3,3,0,1,1
5,0,29,0,8,3,1,1,1
7,3,23,0,1,0,0,1,0
7,5,18,0,7,1,1,2,1
2,3,21,0,6,1,0,2,0
7,6,20,0,9,2,1,2,0
18,6,26,0,6,3,0,1,1
7,2,27,0,0,3,1,2,0
2,3,23,0,0,2,0,1,0
4,6,26,0,8,3,1,1,1
8,6,22,0,5,1,1,2,0
0,2,17,0,0,5,1,0,0
11,1,21,0,8,2,1,6,0
8,2,18,0,3,1,1,4,0
15,6,21,0,4,2,1,6,0
5,6,28,0,1,1,0,6,0
16,11,16,0,9,4,0,2,1
5,0,18,0,7,2,0,2,0
4,5,23,0,4,3,0,2,0
10,0,22,0,7,3,1,2,0
4,5,17,0,0,2,1,1,0
11,3,18,0,0,3,0,1,0
9,1,18,0,3,3,0,1,1
5,5,28,0,0,3,1,1,0
8,2,20,0,7,1,1,2,1
4,6,18,0,5,2,1,1,0
0,2,24,0,5,3,0,1,1
5,6,16,0,1,3,1,2,0
7,4,25,0,3,3,0,4,0
0,5,25,0,0,2,1,6,0
9,5,17,0,1,1,0,4,0
18,4,27,0,1,2,1,3,0
3,0,19,0,4,3,1,0,0
8,6,22,0,4,1,1,0,0
4,1,25,0,2,4,1,1,0
8,8,18,0,7,3,0,2,1
16,7,25,0,2,4,0,5,0
11,2,23,0,1,3,0,5,0
15,3,25,0,5,2,1,2,0
3,6,16,0,5,3,1,0,0
11,4,19,0,5,1,0,4,0
3,2,21,0,7,1,1,1,0
11,5,15,0,3,0,1,2,0
12,1,19,0,6,1,0,6,0
18,6,13,0,5,0,0,2,0
4,7,19,0,5,3,0,2,0
0,7,31,0,9,1,1,1,1
6,3,16,0,3,4,0,1,1
17,3,21,0,3,3,1,4,0
